Daily manure biogeochemistry in feedlot at FarmTest1 in year 1
Units: per feedlot

Day,AnimalType,Heads,Milk,MeatGain,FecesC,UrineC,BeddingC,Floor-CO2,Gutter-CO2,Floor-CH4,Gutter-CH4,Floor-MOC,Gutter-MOC,Floor-DOC,Gutter-DOC,Removed_FloorC,Removed_GutterC,Feedlot_RunoffC,FecesN,UrineN,BeddingN,Floor-NH3,Gutter-NH3,Floor-N2O,Gutter-N2O,Floor-MON,Gutter-MON,Floor-urea,Gutter-urea,Floor-NH4,Gutter-NH4,Floor-NO3,Gutter-NO3,Removed_FloorN,Removed_GutterN,Feedlot_Runoff_ON,Feedlot_Runoff_IN,FecesP,UrineP,ManureP,Removed_FloorP,Removed_GutterP,Feedlot_runoff_P,FecesH2O,UrineH2O,HouseEV,Floor-water,Gutter-water,Removed_FloorH2O,Removed_GutterH2O,Floor_runoffH2O,Floor-temp,Gutter-temp,Floor_mois,Gutter-mois, Pen_soil_wfps,Floor-pH,Gutter-pH,Floor-Eh,Gutter-Eh,floor-leach-water,floor-leach-urea,floor-leach-NH4,floor-leach-NO3,floor-leach-DOC
   ,          ,     ,kg  ,kg DM   ,kgC   ,kgC   ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC      ,kgC,kgC         ,kgC        ,kgN   ,kgN   ,kgN     ,kgN     ,kgN     ,kgN      ,kgN      ,kgN       ,kgN     ,kgN      ,kgN      ,kgN      ,kgN         ,kgN          ,kgN      ,kgN, kgN,kgN         ,kgN     ,kgP   ,kgP   ,kgP    ,kgP ,kgP ,kgP  ,kgWater ,kgWater ,kgWater,kgWater       ,kgWater      ,kgWater,kgWater,kgWater,,          ,WFPS,WFPS,WFPS,    ,,,,kgWater,kgN,kgN,kgN,kgC

316,  0,   0.00,   0.00,   0.00, 646.16, 290.02,   0.00,   4.03,   1.52,   0.00,   7.87,   0.00,   0.00,   0.00,   0.00,-570.96,-341.97,   0.00,  22.80,  68.40,   0.00,   3.21,   0.58, 0.0007, 0.0103,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.70, -58.60,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3645.46,14581.84, 134.41,   0.00,   0.00,-594.69,-17498.21,   0.00,  11.67,  21.67,   0.48,   1.00,   0.30,  10.05,  10.19, 260.03,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
317,  0,   0.00,   0.00,   0.00, 647.28, 295.10,   0.00,   4.25,   1.76,   0.00,   9.77,   0.00,   0.00,   0.00,   0.00,-572.60,-341.86,   0.00,  23.20,  69.60,   0.00,   4.59,   0.62, 0.0009, 0.0117,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.89, -59.58,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3651.62,14606.48, 689.13,   0.00,   0.00, -41.19,-17527.78,   0.00,  12.64,  22.64,   0.03,   1.00,   0.30,  11.00,  10.17, 483.43,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
318,  0,   0.00,   0.00,   0.00, 640.12, 289.17,   0.00,   4.28,   1.98,   0.00,  11.73,   0.00,   0.00,   0.00,   0.00,-565.70,-331.23,   0.00,  22.70,  68.20,   0.00,   3.86,   0.64, 0.0011, 0.0126,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -27.93, -58.34,   0.00,   0.00,   2.95,   0.09,   0.00,  -3.04,   0.00,   0.00,3611.26,14445.04, 236.65,   0.00,   0.00,-485.60,-17334.05,   0.00,  13.48,  23.48,   0.40,   1.00,   0.30,  10.08,  10.14, 302.33,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
319,  0,   0.00,   0.00,   0.00, 647.80, 296.80,   0.00,   4.72,   2.55,   0.00,  18.43,   0.00,   0.00,   0.00,   0.00,-572.89,-323.94,   0.00,  23.30,  70.00,   0.00,   5.64,   0.73, 0.0015, 0.0158,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -26.98, -59.78,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3654.70,14618.80, 657.85,   0.00,   0.00, -73.09,-17542.56,   0.00,  15.56,  25.56,   0.06,   1.00,   0.30,  10.86,  10.09, 470.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
320,  0,   0.00,   0.00,   0.00, 647.32, 293.41,   0.00,   4.63,   2.47,   0.00,  17.36,   0.00,   0.00,   0.00,   0.00,-571.98,-323.48,   0.00,  23.10,  69.20,   0.00,   4.00,   0.71, 0.0016, 0.0152,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.30, -59.12,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3651.92,14607.68,   0.00,   0.00,   0.00,-730.38,-17529.21,   0.00,  15.28,  25.28,   0.59,   1.00,   0.30,   9.86,  10.09, 206.09,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
321,  0,   0.00,   0.00,   0.00, 648.48, 298.07,   0.00,   4.41,   1.94,   0.00,  11.40,   0.00,   0.00,   0.00,   0.00,-574.01,-340.77,   0.00,  23.40,  70.30,   0.00,   4.43,   0.65, 0.0011, 0.0128,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.34, -60.14,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3658.48,14633.92, 478.97,   0.00,   0.00,-252.73,-17560.70,   0.00,  13.34,  23.33,   0.20,   1.00,   0.30,  10.39,  10.15, 398.63,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
322,  0,   0.00,   0.00,   0.00, 647.48, 294.68,   0.00,   3.85,   1.16,   0.00,   5.40,   0.00,   0.00,   0.00,   0.00,-573.12,-351.78,   0.00,  23.20,  69.50,   0.00,   2.74,   0.53, 0.0003, 0.0082,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.72, -59.63,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3652.92,14611.68,  64.00,   0.00,   0.00,-666.59,-17534.02,   0.00,  10.00,  20.00,   0.54,   1.00,   0.30,  10.05,  10.24, 231.94,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
323,  0,   0.00,   0.00,   0.00, 646.84, 290.86,   0.00,   3.55,   0.88,   0.00,   3.78,   0.00,   0.00,   0.00,   0.00,-572.13,-352.50,   0.00,  22.90,  68.60,   0.00,   2.56,   0.47, 0.0000, 0.0060,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.48, -58.93,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3649.18,14596.72, 326.07,   0.00,   0.00,-403.76,-17516.06,   0.00,   8.47,  18.47,   0.33,   1.00,   0.30,  10.31,  10.28, 337.27,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
324,  0,   0.00,   0.00,   0.00, 641.80, 292.98,   0.00,   3.58,   0.88,   0.00,   3.78,   0.00,   0.00,   0.00,   0.00,-568.48,-353.18,   0.00,  23.00,  69.10,   0.00,   2.70,   0.47, 0.0000, 0.0061,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.52, -59.35,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3620.74,14482.96, 418.65,   0.00,   0.00,-305.50,-17379.55,   0.00,   8.47,  18.47,   0.25,   1.00,   0.30,  10.43,  10.28, 376.10,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
325,  0,   0.00,   0.00,   0.00, 641.08, 289.17,   0.00,   3.53,   0.88,   0.00,   3.78,   0.00,   0.00,   0.00,   0.00,-567.22,-350.00,   0.00,  22.70,  68.20,   0.00,   2.30,   0.47, 0.0000, 0.0060,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.50, -58.57,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3616.84,14467.36,  92.03,   0.00,   0.00,-631.34,-17360.83,   0.00,   8.47,  18.47,   0.51,   1.00,   0.30,  10.11,  10.28, 243.35,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
326,  0,   0.00,   0.00,   0.00, 649.24, 297.22,   0.00,   3.44,   0.68,   0.00,   2.81,   0.00,   0.00,   0.00,   0.00,-575.44,-360.45,   0.00,  23.40,  70.10,   0.00,   1.96,   0.44, 0.0000, 0.0044,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.78, -60.28,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3662.72,14650.88,   0.00,   0.00,   0.00,-732.54,-17581.06,   0.00,   7.22,  17.22,   0.59,   1.00,   0.30,  10.09,  10.32, 206.39,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
327,  0,   0.00,   0.00,   0.00, 648.72, 293.83,   0.00,   3.19,   0.52,   0.00,   2.07,   0.00,   0.00,   0.00,   0.00,-574.59,-359.49,   0.00,  23.10,  69.30,   0.00,   1.60,   0.39, 0.0000, 0.0027,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.74, -59.64,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3659.92,14639.68,   0.00,   0.00,   0.00,-731.98,-17567.62,   0.00,   5.97,  15.97,   0.59,   1.00,   0.30,  10.12,  10.35, 206.06,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
328,  0,   0.00,   0.00,   0.00, 649.88, 298.50,   0.00,   3.27,   0.54,   0.00,   2.15,   0.00,   0.00,   0.00,   0.00,-576.36,-363.26,   0.00,  23.50,  70.40,   0.00,   1.90,   0.40, 0.0000, 0.0029,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.98, -60.59,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3666.46,14665.84, 307.97,   0.00,   0.00,-425.32,-17599.01,   0.00,   6.11,  16.11,   0.34,   1.00,   0.30,  10.36,  10.36, 329.76,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
329,  0,   0.00,   0.00,   0.00, 648.76, 294.26,   0.00,   3.69,   0.97,   0.00,   4.31,   0.00,   0.00,   0.00,   0.00,-574.22,-354.32,   0.00,  23.10,  69.40,   0.00,   2.41,   0.50, 0.0000, 0.0068,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.95, -59.58,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3660.18,14640.72,   0.00,   0.00,   0.00,-732.04,-17568.87,   0.00,   9.02,  19.02,   0.59,   1.00,   0.30,  10.04,  10.27, 206.10,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
330,  0,   0.00,   0.00,   0.00, 641.56, 288.32,   0.00,   3.84,   1.27,   0.00,   6.11,   0.00,   0.00,   0.00,   0.00,-567.13,-343.80,   0.00,  22.70,  68.00,   0.00,   2.73,   0.54, 0.0004, 0.0087,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.02, -58.32,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3619.48,14477.92,   0.00,   0.00,   0.00,-723.90,-17373.50,   0.00,  10.56,  20.56,   0.59,   1.00,   0.30,   9.99,  10.22, 205.83,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
331,  0,   0.00,   0.00,   0.00, 642.64, 292.98,   0.00,   3.93,   1.30,   0.00,   6.32,   0.00,   0.00,   0.00,   0.00,-568.84,-347.27,   0.00,  23.00,  69.10,   0.00,   2.83,   0.55, 0.0005, 0.0091,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.39, -59.24,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3625.66,14502.64,   0.00,   0.00,   0.00,-725.13,-17403.17,   0.00,  10.69,  20.69,   0.59,   1.00,   0.30,   9.99,  10.22, 206.25,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
332,  0,   0.00,   0.00,   0.00, 642.12, 289.59,   0.00,   3.96,   1.43,   0.00,   7.16,   0.00,   0.00,   0.00,   0.00,-567.69,-342.48,   0.00,  22.80,  68.30,   0.00,   3.38,   0.56, 0.0006, 0.0097,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.51, -58.54,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3622.62,14490.48, 329.93,   0.00,   0.00,-394.59,-17388.58,   0.00,  11.25,  21.25,   0.32,   1.00,   0.30,  10.23,  10.20, 339.85,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
333,  0,   0.00,   0.00,   0.00, 649.80, 297.65,   0.00,   4.13,   1.49,   0.00,   7.64,   0.00,   0.00,   0.00,   0.00,-575.28,-349.34,   0.00,  23.40,  70.20,   0.00,   3.56,   0.59, 0.0007, 0.0103,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.20, -60.15,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3666.06,14664.24, 320.71,   0.00,   0.00,-412.50,-17597.09,   0.00,  11.53,  21.53,   0.33,   1.00,   0.30,  10.22,  10.20, 334.82,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
334,  0,   0.00,   0.00,   0.00, 649.20, 293.41,   0.00,   3.91,   1.27,   0.00,   6.12,   0.00,   0.00,   0.00,   0.00,-574.18,-349.38,   0.00,  23.10,  69.20,   0.00,   3.01,   0.55, 0.0004, 0.0089,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.30, -59.34,   0.00,   0.00,   2.99,   0.09,   0.00,  -3.08,   0.00,   0.00,3662.60,14650.40, 178.43,   0.00,   0.00,-554.09,-17580.48,   0.00,  10.56,  20.56,   0.44,   1.00,   0.30,  10.12,  10.23, 277.62,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
335,  0,   0.00,   0.00,   0.00, 650.36, 298.50,   0.00,   3.80,   1.03,   0.00,   4.60,   0.00,   0.00,   0.00,   0.00,-576.24,-357.32,   0.00,  23.50,  70.40,   0.00,   2.53,   0.51, 0.0001, 0.0073,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.35, -60.43,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3669.08,14676.32,   0.00,   0.00,   0.00,-733.82,-17611.58,   0.00,   9.31,  19.31,   0.59,   1.00,   0.30,  10.04,  10.27, 206.47,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
336,  0,   0.00,   0.00,   0.00, 643.20, 292.56,   0.00,   4.20,   1.73,   0.00,   9.47,   0.00,   0.00,   0.00,   0.00,-568.94,-339.71,   0.00,  23.00,  69.00,   0.00,   3.29,   0.61, 0.0009, 0.0115,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.90, -59.07,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3628.80,14515.20,   0.00,   0.00,   0.00,-725.76,-17418.24,   0.00,  12.50,  22.50,   0.59,   1.00,   0.30,   9.94,  10.17, 206.19,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
337,  0,   0.00,   0.00,   0.00, 642.64, 289.17,   0.00,   3.83,   1.25,   0.00,   5.93,   0.00,   0.00,   0.00,   0.00,-568.17,-345.13,   0.00,  22.70,  68.20,   0.00,   2.87,   0.53, 0.0004, 0.0086,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.93, -58.48,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3625.66,14502.64, 137.49,   0.00,   0.00,-587.64,-17403.17,   0.00,  10.42,  20.42,   0.48,   1.00,   0.30,  10.08,  10.22, 261.64,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
338,  0,   0.00,   0.00,   0.00, 643.76, 293.83,   0.00,   3.83,   1.16,   0.00,   5.39,   0.00,   0.00,   0.00,   0.00,-569.98,-350.36,   0.00,  23.10,  69.30,   0.00,   2.92,   0.53, 0.0003, 0.0081,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.42, -59.45,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3631.86,14527.44, 221.08,   0.00,   0.00,-505.29,-17432.93,   0.00,  10.00,  20.00,   0.41,   1.00,   0.30,  10.17,  10.24, 295.69,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
339,  0,   0.00,   0.00,   0.00, 643.08, 289.59,   0.00,   4.02,   1.52,   0.00,   7.86,   0.00,   0.00,   0.00,   0.00,-568.41,-341.02,   0.00,  22.80,  68.30,   0.00,   3.21,   0.58, 0.0007, 0.0102,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.68, -58.52,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3628.14,14512.56, 134.41,   0.00,   0.00,-591.22,-17415.07,   0.00,  11.67,  21.67,   0.48,   1.00,   0.30,  10.05,  10.19, 260.36,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
340,  0,   0.00,   0.00,   0.00, 650.80, 297.65,   0.00,   3.62,   0.85,   0.00,   3.66,   0.00,   0.00,   0.00,   0.00,-576.59,-359.00,   0.00,  23.40,  70.20,   0.00,   2.42,   0.48, 0.0000, 0.0060,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.33, -60.30,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3671.54,14686.16, 174.11,   0.00,   0.00,-560.19,-17623.39,   0.00,   8.33,  18.33,   0.45,   1.00,   0.30,  10.18,  10.29, 275.99,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
341,  0,   0.00,   0.00,   0.00, 650.28, 294.26,   0.00,   3.51,   0.79,   0.00,   3.32,   0.00,   0.00,   0.00,   0.00,-575.61,-357.02,   0.00,  23.10,  69.40,   0.00,   2.26,   0.46, 0.0000, 0.0053,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.10, -59.63,   0.00,   0.00,   3.00,   0.09,   0.00,  -3.09,   0.00,   0.00,3668.70,14674.80, 158.88,   0.00,   0.00,-574.86,-17609.76,   0.00,   7.92,  17.92,   0.46,   1.00,   0.30,  10.17,  10.30, 269.69,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
342,  0,   0.00,   0.00,   0.00, 644.80, 296.38,   0.00,   3.38,   0.65,   0.00,   2.63,   0.00,   0.00,   0.00,   0.00,-571.77,-359.34,   0.00,  23.30,  69.90,   0.00,   1.88,   0.43, 0.0000, 0.0040,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.74, -60.11,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3637.68,14550.72,   0.00,   0.00,   0.00,-727.54,-17460.87,   0.00,   6.94,  16.94,   0.59,   1.00,   0.30,  10.10,  10.33, 206.51,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
343,  0,   0.00,   0.00,   0.00, 644.36, 292.98,   0.00,   2.85,   0.32,   0.00,   1.27,   0.00,   0.00,   0.00,   0.00,-571.26,-360.00,   0.00,  23.00,  69.10,   0.00,   1.13,   0.32, 0.0000, 0.0000,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -31.09, -59.56,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3635.18,14540.72, 110.68,   0.00,   0.00,-616.35,-17448.87,   0.00,   4.03,  14.03,   0.50,   1.00,   0.30,  10.25,  10.41, 250.92,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
344,  0,   0.00,   0.00,   0.00, 643.16, 288.74,   0.00,   3.84,   1.27,   0.00,   6.12,   0.00,   0.00,   0.00,   0.00,-568.49,-344.44,   0.00,  22.70,  68.10,   0.00,   2.74,   0.54, 0.0004, 0.0087,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.03, -58.40,   0.00,   0.00,   2.96,   0.09,   0.00,  -3.05,   0.00,   0.00,3628.48,14513.92,   0.00,   0.00,   0.00,-725.70,-17416.70,   0.00,  10.56,  20.56,   0.59,   1.00,   0.30,   9.99,  10.22, 205.80,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
345,  0,   0.00,   0.00,   0.00, 644.24, 293.83,   0.00,   4.09,   1.52,   0.00,   7.86,   0.00,   0.00,   0.00,   0.00,-570.13,-344.64,   0.00,  23.10,  69.30,   0.00,   3.09,   0.59, 0.0007, 0.0104,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.24, -59.37,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3634.62,14538.48,   0.00,   0.00,   0.00,-726.92,-17446.18,   0.00,  11.66,  21.67,   0.59,   1.00,   0.30,   9.96,  10.19, 206.27,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
346,  0,   0.00,   0.00,   0.00, 643.72, 290.44,   0.00,   3.52,   0.85,   0.00,   3.66,   0.00,   0.00,   0.00,   0.00,-569.59,-351.84,   0.00,  22.80,  68.50,   0.00,   2.19,   0.46, 0.0000, 0.0058,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.75, -58.84,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3631.56,14526.24,   0.00,   0.00,   0.00,-726.31,-17431.49,   0.00,   8.33,  18.33,   0.59,   1.00,   0.30,  10.05,  10.28, 205.96,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
347,  0,   0.00,   0.00,   0.00, 651.84, 298.07,   0.00,   3.63,   0.85,   0.00,   3.66,   0.00,   0.00,   0.00,   0.00,-577.50,-359.55,   0.00,  23.40,  70.30,   0.00,   2.27,   0.48, 0.0000, 0.0060,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.51, -60.38,   0.00,   0.00,   3.01,   0.09,   0.00,  -3.10,   0.00,   0.00,3677.46,14709.84,   0.00,   0.00,   0.00,-735.49,-17651.81,   0.00,   8.33,  18.33,   0.59,   1.00,   0.30,  10.06,  10.29, 206.35,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
348,  0,   0.00,   0.00,   0.00, 645.24, 292.56,   0.00,   2.96,   0.38,   0.00,   1.52,   0.00,   0.00,   0.00,   0.00,-571.77,-359.20,   0.00,  23.00,  69.00,   0.00,   1.31,   0.34, 0.0000, 0.0010,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.89, -59.45,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3640.24,14560.96,  83.80,   0.00,   0.00,-644.25,-17473.15,   0.00,   4.72,  14.72,   0.52,   1.00,   0.30,  10.21,  10.39, 239.93,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
349,  0,   0.00,   0.00,   0.00, 646.40, 297.22,   0.00,   3.85,   1.10,   0.00,   5.06,   0.00,   0.00,   0.00,   0.00,-572.77,-354.40,   0.00,  23.40,  70.10,   0.00,   2.70,   0.53, 0.0002, 0.0079,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.04, -60.16,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3646.78,14587.12,  66.23,   0.00,   0.00,-663.13,-17504.54,   0.00,   9.72,  19.72,   0.53,   1.00,   0.30,  10.07,  10.25, 233.17,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
350,  0,   0.00,   0.00,   0.00, 645.76, 293.41,   0.00,   4.36,   1.98,   0.00,  11.74,   0.00,   0.00,   0.00,   0.00,-571.00,-335.72,   0.00,  23.10,  69.20,   0.00,   3.55,   0.65, 0.0012, 0.0128,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -28.76, -59.21,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3643.22,14572.88,   0.00,   0.00,   0.00,-728.64,-17487.46,   0.00,  13.48,  23.48,   0.59,   1.00,   0.30,   9.91,  10.14, 206.16,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
351,  0,   0.00,   0.00,   0.00, 644.72, 290.02,   0.00,   3.58,   0.92,   0.00,   4.04,   0.00,   0.00,   0.00,   0.00,-570.25,-350.78,   0.00,  22.80,  68.40,   0.00,   2.29,   0.48, 0.0000, 0.0064,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.63, -58.74,   0.00,   0.00,   2.97,   0.09,   0.00,  -3.06,   0.00,   0.00,3637.20,14548.80,   0.00,   0.00,   0.00,-727.44,-17458.56,   0.00,   8.75,  18.75,   0.59,   1.00,   0.30,  10.04,  10.27, 205.87,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
352,  0,   0.00,   0.00,   0.00, 645.80, 294.68,   0.00,   3.72,   1.00,   0.00,   4.46,   0.00,   0.00,   0.00,   0.00,-571.91,-353.71,   0.00,  23.20,  69.50,   0.00,   2.45,   0.50, 0.0001, 0.0070,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.01, -59.67,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3643.40,14573.60,   0.00,   0.00,   0.00,-728.68,-17488.32,   0.00,   9.17,  19.17,   0.59,   1.00,   0.30,  10.04,  10.27, 206.29,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
353,  0,   0.00,   0.00,   0.00, 645.32, 291.29,   0.00,   3.69,   1.02,   0.00,   4.59,   0.00,   0.00,   0.00,   0.00,-570.87,-350.56,   0.00,  22.90,  68.70,   0.00,   2.56,   0.50, 0.0001, 0.0071,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -29.50, -58.97,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3640.62,14562.48, 102.89,   0.00,   0.00,-625.24,-17474.97,   0.00,   9.31,  19.31,   0.50,   1.00,   0.30,  10.09,  10.26, 247.52,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
354,  0,   0.00,   0.00,   0.00, 646.36, 296.38,   0.00,   3.31,   0.59,   0.00,   2.37,   0.00,   0.00,   0.00,   0.00,-573.09,-360.29,   0.00,  23.30,  69.90,   0.00,   1.77,   0.41, 0.0000, 0.0035,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00, -30.85, -60.13,   0.00,   0.00,   2.98,   0.09,   0.00,  -3.07,   0.00,   0.00,3646.56,14586.24,   0.00,   0.00,   0.00,-729.31,-17503.49,   0.00,   6.53,  16.52,   0.59,   1.00,   0.30,  10.11,  10.34, 206.43,-300.00,   0.00,   0.00,   0.00,   0.00,   0.00
